"animals,month,unit,geo\time";2019;2018;2017;2016;2015;2014;2013;2012;2011;2010;2009;2008;2007;2006;2005;2004;2003;2002;2001;2000;1999;1998;1997;1996;1995;1994;1993;1992;1991;1990;1989;1988;1987;1986;1985;1984;1983;1982;1981;1980;1979;1978;1977;1976;1975;1974;1973;1972;1971;1970;1969
"A3120K,M05_M06,THS_HD,NL";"673.36 ";"694.84 ";"707.45 ";"706.96 ";"734.42 ";"729.00 ";"726.00 ";"716.00 ";"749.00 ";"760.00 ";"760.00 ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": "
"A3120K,M05_M06,THS_HD,PL";"531.00 ";"584.00 ";"603.00 ";"586.00 ";"640.35 ";"689.40 ";"689.07 ";"712.38 ";"696.10 ";"870.66 ";"873.97 ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": "
"A3120K,M05_M06,THS_HD,RO";"158.80 ";"176.00 ";"208.20 ";"210.40 ";"214.90 ";"206.10 ";"210.80 ";"215.20 ";"197.60 ";"196.90 ";"195.40 ";"217.10 ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": "
"A3120K,M05_M06,THS_HD,RS";"194.00 ";"177.00 ";"213.00 ";"201.00 ";"233.00 ";"257.00 ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": "
"A3120K,M05_M06,THS_HD,SE";"90.62 ";"89.74 ";"99.77 ";"96.89 ";"102.46 ";"99.20 ";"101.80 ";"97.26 ";"104.50 ";"117.25 ";"113.90 ";"117.06 ";"127.22 ";"127.22 ";"132.37 ";"133.00 ";"141.85 ";"144.00 ";"147.00 ";"142.40 ";"155.60 ";"175.60 ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": "
"A3120K,M05_M06,THS_HD,SI";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";"43.08 ";"43.24 ";"44.29 ";"41.06 ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": "
"A3120K,M05_M06,THS_HD,UK";"352.00 ";"347.00 ";"352.00 ";"350.00 ";"341.00 ";"339.00 ";"350.00 ";"361.00 ";"349.00 ";"348.00 ";"352.00 ";"354.00 ";"376.00 ";"390.23 ";"388.43 ";"416.65 ";"416.45 ";"450.67 ";"475.25 ";"486.00 ";"548.12 ";"615.27 ";"637.48 ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": "
"A3120K,M08,THS_HD,BE";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";"492.4 ";"514.9 ";"517.6 ";"553.5 ";"555.8 ";"549.0 ";"557.9 ";"518.4 ";"508.1 ";"552.3 ";"561.9 ";"496.3 ";"536.0 ";"492.0 ";"495.0 ";"471.0 ";"447.4 ";"432.0 ";"412.4 ";"428.5 ";"415.4 ";"406.6 ";"409.9 ";"417.0 ";"415.6 ";"414.0 ";"408.0 ";"398.5 ";"436.0 ";"403.0 ";"0.0 ";"0.0 ";"0.0 ";"0.0 "
"A3120K,M08,THS_HD,CZ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";"192.6 ";"203.0 ";"229.0 ";"216.0 ";"247.0 ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": "
"A3120K,M08,THS_HD,DE";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";"1835.0 ";"1777.8 ";"1716.8 ";"1725.9 ";"1793.0 ";"1931.0 ";"1952.3 ";"1942.4 ";"0.0 ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": "
"A3120K,M08,THS_HD,DK";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";"810.0 ";"875.0 ";"867.0 ";"856.0 ";"875.0 ";"882.0 ";"860.0 ";"874.0 ";"852.0 ";"856.0 ";"827.0 ";"801.0 ";"759.0 ";"750.0 ";"762.0 ";"764.0 ";"727.0 ";"690.0 ";"650.0 ";"649.0 ";"653.0 ";"669.0 ";"671.0 ";"659.0 ";"621.0 ";"614.0 ";"625.0 ";"591.0 ";"680.0 ";"660.0 ";"606.0 ";"563.0 ";"541.0 ";"542.0 ";"572.0 ";"572.0 ";": ";": ";": ";": "
"A3120K,M08,THS_HD,EL";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";"96.1 ";"93.9 ";"92.9 ";"90.9 ";"85.0 ";"86.0 ";"78.0 ";"88.0 ";"93.0 ";"102.7 ";"89.0 ";"95.9 ";"90.8 ";"96.3 ";"99.9 ";"107.0 ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": "
"A3120K,M08,THS_HD,ES";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";"1586.1 ";"1801.4 ";"1758.9 ";"1750.8 ";"1773.0 ";"1667.3 ";"1641.3 ";"1752.0 ";"1528.7 ";"1651.0 ";"1612.0 ";"1483.0 ";"1350.9 ";"1373.1 ";"1400.3 ";"1389.2 ";"1250.7 ";"1189.9 ";"1197.4 ";"1157.8 ";"1200.7 ";"1222.0 ";"1094.1 ";"978.3 ";"1035.3 ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": "
"A3120K,M08,THS_HD,FI";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";"135.4 ";"138.0 ";"129.0 ";"127.8 ";"113.4 ";"113.4 ";"0.0 ";"0.0 ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": "
"A3120K,M08,THS_HD,FR";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";"1018.5 ";"993.7 ";"987.7 ";"966.0 ";"956.4 ";"889.8 ";"881.1 ";"819.9 ";"740.0 ";"714.0 ";"689.0 ";"778.0 ";"716.0 ";"695.0 ";"720.0 ";"729.0 ";"745.0 ";"704.0 ";"723.0 ";"793.0 ";"712.0 ";"803.0 ";"780.0 ";"870.0 ";"943.0 ";"822.0 ";"768.0 ";"782.0 ";"746.0 ";"739.0 "
"A3120K,M08,THS_HD,HU";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";"203.0 ";"232.0 ";"240.0 ";"244.0 ";"243.0 ";"269.0 ";"302.0 ";"277.0 ";"290.0 ";"236.0 ";"227.0 ";"279.0 ";"306.0 ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": "
"A3120K,M08,THS_HD,IE";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";"131.1 ";"124.2 ";"121.2 ";"122.7 ";"123.8 ";"120.7 ";"112.0 ";"102.8 ";"88.0 ";"79.6 ";"75.4 ";"78.6 ";"76.2 ";"74.7 ";"80.5 ";"80.3 ";"79.2 ";"79.3 ";"77.6 ";"82.9 ";"67.7 ";"70.2 ";"62.9 ";"52.4 ";"0.0 ";": ";": ";": ";": "
