"animals,month,unit,geo\time";2019;2018;2017;2016;2015;2014;2013;2012;2011;2010;2009;2008;2007;2006;2005;2004;2003;2002;2001;2000;1999;1998;1997;1996;1995;1994;1993;1992;1991;1990;1989;1988;1987;1986;1985;1984;1983;1982;1981;1980;1979;1978;1977;1976;1975;1974;1973;1972;1971;1970;1969
"A3110,M05_M06,THS_HD,CZ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";"1108.00 ";"1020.00 ";"1061.00 ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": "
"A3110,M05_M06,THS_HD,DE";"7803.10 ";"7970.50 ";"7917.04 ";"8099.85 ";"8290.91 e";"8256.97 ";"8166.95 ";"8268.37 ";"7840.45 ";"7391.43 ";"6804.53 ";"6947.33 ";"7173.68 ";"7109.30 ";"7129.88 ";"6760.47 ";"6878.06 ";"6918.74 ";"6917.72 ";"6697.44 ";"6867.58 ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": "
"A3110,M05_M06,THS_HD,DK";"4582.00 ";"4624.00 ";"4487.00 ";"4366.00 ";"4539.00 ";"4435.00 ";"4277.00 ";"4270.00 ";"4299.00 ";"4345.00 ";"4292.00 ";"4176.00 ";"4546.00 ";"4404.00 ";": ";": ";": ";": ";": ";"4040.00 ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": "
"A3110,M05_M06,THS_HD,ES";"9044.87 p";"8636.91 ";"8215.69 ";"8174.40 ";"7682.69 ";"7594.43 ";"7103.04 ";"7233.72 ";"7356.97 ";"6996.83 ";"6670.70 ";": ";"7352.70 ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": "
"A3110,M05_M06,THS_HD,FI";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";"449.60 ";"413.50 ";"421.20 ";"449.30 ";"428.50 ";"441.80 ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": "
"A3110,M05_M06,THS_HD,FR";"4959.00 ";"4786.00 ";"5000.00 ";"4884.00 p";"5029.00 ";"4945.00 ";"5032.00 ";"3365.00 ";"3474.00 ";"3518.00 ";"3535.00 ";"3624.00 ";"3666.50 ";"3653.50 ";"3742.00 ";"3676.00 ";"3603.00 ";"3707.00 ";"3666.07 ";"3758.10 ";"3814.00 ";"3835.10 ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": "
"A3110,M05_M06,THS_HD,HU";"708.00 ";"720.00 ";"705.00 ";"732.00 ";"837.00 ";"803.00 ";"762.00 ";"725.00 ";"815.00 ";"823.00 ";"780.00 ";": ";"1134.00 ";"1052.00 ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": "
"A3110,M05_M06,THS_HD,IE";"451.99 ";"451.87 ";"410.07 ";"445.31 ";"445.92 ";"441.03 ";"448.76 ";"444.27 ";"420.83 ";"393.39 ";"371.33 ";"388.69 ";"449.89 ";"436.30 ";"509.07 ";"495.20 ";"520.46 ";"548.17 ";"547.86 ";"526.48 ";"492.75 ";"469.23 ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": "
"A3110,M05_M06,THS_HD,IS";": ";": ";": ";"0.00 d";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": "
"A3110,M05_M06,THS_HD,IT";"1396.87 ";"1420.67 ";"1368.92 ";"1441.87 ";"1410.17 ";"1393.05 ";"1417.80 ";"1860.93 ";"1701.22 ";"1739.96 ";"1754.76 ";"1750.70 ";"1739.20 ";"1741.06 ";"1700.95 ";"1683.00 ";"1637.00 ";"1434.00 ";"1512.00 ";"1479.00 ";"1473.00 ";"1510.00 ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": ";": "
